id,from_node,to_node,distance,spend_tm
193590,175,1091,54769,66
193591,175,1092,66582,80
193592,175,1093,66019,80
193593,175,1094,22671,28
193594,175,1095,13291,16
193595,175,1096,41425,50
193596,175,1097,44385,54
193597,175,1098,26522,32
193598,175,1099,67805,82
193599,175,1100,40884,50
194600,176,1001,9458,12
194601,176,1002,31920,39
194602,176,1003,24161,29
194603,176,1004,41284,50
194604,176,1005,34164,41
194605,176,1006,51695,63
194606,176,1007,27431,33
194607,176,1008,32387,39
194608,176,1009,27633,34
194609,176,1010,44402,54
194610,176,1011,67800,82
194611,176,1012,40558,49
194612,176,1013,43333,52
194613,176,1014,42174,51
194614,176,1015,56062,68
194615,176,1016,72720,88
194616,176,1017,46379,56
194617,176,1018,63127,76
194618,176,1019,28146,34
194619,176,1020,16095,20
194620,176,1021,30777,37
194621,176,1022,56655,68
194622,176,1023,50521,61
194623,176,1024,37357,45
194624,176,1025,11334,14
194625,176,1026,21062,26
194626,176,1027,64017,77
194627,176,1028,31503,38
194628,176,1029,17551,22
194629,176,1030,50843,62
194630,176,1031,64840,78
194631,176,1032,37799,46
194632,176,1033,39201,48
194633,176,1034,61862,75
194634,176,1035,36136,44
194635,176,1036,53802,65
194636,176,1037,37923,46
194637,176,1038,32333,39
194638,176,1039,35755,43
194639,176,1040,28489,35
194640,176,1041,64745,78
194641,176,1042,22779,28
194642,176,1043,36737,45
194643,176,1044,27384,33
194644,176,1045,43904,53
194645,176,1046,49413,60
194646,176,1047,18787,23
194647,176,1048,61133,74
194648,176,1049,36535,44
194649,176,1050,13292,16
194650,176,1051,15087,19
194651,176,1052,29558,36
194652,176,1053,52196,63
194653,176,1054,53402,65
194654,176,1055,53265,64
194655,176,1056,60334,73
194656,176,1057,29540,36
194657,176,1058,69065,83
194658,176,1059,61461,74
194659,176,1060,37238,45
194660,176,1061,61055,74
194661,176,1062,15448,19
194662,176,1063,33355,41
194663,176,1064,48371,59
194664,176,1065,65663,79
194665,176,1066,63782,77
194666,176,1067,47976,58
194667,176,1068,20093,25
194668,176,1069,21558,26
194669,176,1070,19778,24
194670,176,1071,24877,30
194671,176,1072,49320,60
194672,176,1073,48684,59
194673,176,1074,32237,39
194674,176,1075,61116,74
194675,176,1076,22402,27
194676,176,1077,66705,81
194677,176,1078,66325,80
194678,176,1079,32783,40
194679,176,1080,25018,31
194680,176,1081,35428,43
194681,176,1082,45509,55
194682,176,1083,43530,53
194683,176,1084,47535,58
194684,176,1085,55277,67
194685,176,1086,52957,64
194686,176,1087,32631,40
194687,176,1088,20677,25
194688,176,1089,31827,39
194689,176,1090,29804,36
194690,176,1091,56194,68
194691,176,1092,67994,82
194692,176,1093,67452,81
194693,176,1094,24121,29
194694,176,1095,18875,23
194695,176,1096,42847,52
194696,176,1097,45825,55
194697,176,1098,21023,26
194698,176,1099,69215,84
194699,176,1100,42334,51
195700,177,1001,29743,36
195701,177,1002,39215,48
195702,177,1003,8463,11
195703,177,1004,36042,44
195704,177,1005,28919,35
195705,177,1006,46460,56
195706,177,1007,49713,60
195707,177,1008,27153,33
195708,177,1009,35855,44
195709,177,1010,56142,68
195710,177,1011,62580,76
195711,177,1012,30635,37
195712,177,1013,38103,46
195713,177,1014,36938,45
195714,177,1015,50848,62
195715,177,1016,67497,81
195716,177,1017,34172,42
195717,177,1018,57911,70
195718,177,1019,9764,12
195719,177,1020,21364,26
195720,177,1021,25529,31
195721,177,1022,51437,62
195722,177,1023,45289,55
195723,177,1024,32118,39
195724,177,1025,28744,35
195725,177,1026,11562,14
195726,177,1027,58794,71
195727,177,1028,20179,25
195728,177,1029,22427,27
195729,177,1030,45626,55
195730,177,1031,59608,72
195731,177,1032,32566,40
195732,177,1033,34737,42
195733,177,1034,56641,68
195734,177,1035,11919,15
195735,177,1036,48570,59
195736,177,1037,32689,40
195737,177,1038,27090,33
195738,177,1039,42469,51
195739,177,1040,25476,31
195740,177,1041,59511,72
195741,177,1042,24295,30
195742,177,1043,31505,38
195743,177,1044,22138,27
195744,177,1045,53066,64
195745,177,1046,37591,46
195746,177,1047,14468,18
195747,177,1048,55918,68
195748,177,1049,22030,27
195749,177,1050,19342,24
195750,177,1051,17545,22
195751,177,1052,24314,30
195752,177,1053,46956,57
195753,177,1054,48170,58
195754,177,1055,48047,58
195755,177,1056,55095,67
195756,177,1057,11291,14
195757,177,1058,63847,77
195758,177,1059,56239,68
195759,177,1060,31997,39
195760,177,1061,55846,68
195761,177,1062,17187,21
195762,177,1063,28119,34
195763,177,1064,43144,52
195764,177,1065,60444,73
195765,177,1066,58561,71
195766,177,1067,42751,52
195767,177,1068,35682,43
195768,177,1069,11065,14
195769,177,1070,20212,25
195770,177,1071,19628,24
195771,177,1072,26993,33
195772,177,1073,43449,53
195773,177,1074,48578,59
195774,177,1075,55883,68
195775,177,1076,10224,13
195776,177,1077,61485,74
195777,177,1078,61108,74
195778,177,1079,8567,11
195779,177,1080,19771,24
195780,177,1081,30179,37
195781,177,1082,40269,49
195782,177,1083,53696,65
195783,177,1084,42304,51
195784,177,1085,50049,61
195785,177,1086,47737,58
195786,177,1087,27383,33
195787,177,1088,13893,17
195788,177,1089,47847,58
195789,177,1090,24558,30
195790,177,1091,50966,62
195791,177,1092,62778,76
195792,177,1093,62218,75
195793,177,1094,18872,23
195794,177,1095,13751,17
195795,177,1096,37622,46
195796,177,1097,40585,49
195797,177,1098,26981,33
195798,177,1099,64000,77
195799,177,1100,37085,45
196800,178,1001,34025,41
196801,178,1002,43497,53
196802,178,1003,12744,16
196803,178,1004,31818,39
196804,178,1005,24695,30
196805,178,1006,42236,51
196806,178,1007,53995,65
196807,178,1008,22929,28
196808,178,1009,40137,49
196809,178,1010,60424,73
196810,178,1011,58356,71
196811,178,1012,26412,32
196812,178,1013,33879,41
196813,178,1014,32714,40
196814,178,1015,46624,56
196815,178,1016,63273,76
196816,178,1017,29948,36
196817,178,1018,53687,65
196818,178,1019,8755,11
196819,178,1020,25588,31
196820,178,1021,25944,32
196821,178,1022,47213,57
196822,178,1023,41065,50
196823,178,1024,27894,34
196824,178,1025,33026,40
196825,178,1026,15844,20
196826,178,1027,54570,66
196827,178,1028,15956,20
196828,178,1029,26651,32
196829,178,1030,41403,50
196830,178,1031,55384,67
196831,178,1032,28342,35
196832,178,1033,39019,47
196833,178,1034,52417,63
196834,178,1035,9503,12
196835,178,1036,44346,54
196836,178,1037,28465,35
196837,178,1038,22866,28
196838,178,1039,46751,57
196839,178,1040,29758,36
196840,178,1041,55287,67
196841,178,1042,28576,35
196842,178,1043,27281,33
196843,178,1044,18652,23
196844,178,1045,57347,69
196845,178,1046,33367,41
196846,178,1047,18693,23
196847,178,1048,51694,63
196848,178,1049,17806,22
196849,178,1050,23623,29
196850,178,1051,21827,27
196851,178,1052,20090,25
196852,178,1053,42732,52
196853,178,1054,43946,53
196854,178,1055,43823,53
196855,178,1056,50871,62
196856,178,1057,15515,19
196857,178,1058,59623,72
196858,178,1059,52015,63
196859,178,1060,27773,34
196860,178,1061,51622,62
196861,178,1062,21469,26
196862,178,1063,23895,29
196863,178,1064,38920,47
196864,178,1065,56220,68
196865,178,1066,54337,66
196866,178,1067,38527,47
196867,178,1068,39964,48
196868,178,1069,15347,19
196869,178,1070,24436,30
196870,178,1071,21684,27
196871,178,1072,22769,28
196872,178,1073,39225,48
196873,178,1074,52860,64
196874,178,1075,51659,62
196875,178,1076,14506,18
196876,178,1077,57261,69
196877,178,1078,56884,69
196878,178,1079,5180,7
196879,178,1080,17083,21
196880,178,1081,30322,37
196881,178,1082,36045,44
196882,178,1083,57978,70
196883,178,1084,38080,46
196884,178,1085,45825,55
196885,178,1086,43513,53
196886,178,1087,28120,34
196887,178,1088,18117,22
196888,178,1089,52129,63
196889,178,1090,21020,26
196890,178,1091,46742,57
196891,178,1092,58554,71
196892,178,1093,57994,70
196893,178,1094,19705,24
196894,178,1095,18033,22
196895,178,1096,33398,41
196896,178,1097,36361,44
196897,178,1098,31263,38
196898,178,1099,59776,72
196899,178,1100,37433,45
197900,179,1001,34503,42
197901,179,1002,24101,29
197902,179,1003,54828,66
197903,179,1004,41086,50
197904,179,1005,43700,53
197905,179,1006,43891,53
197906,179,1007,16525,20
197907,179,1008,62750,76
197908,179,1009,27464,33
197909,179,1010,8824,11
197910,179,1011,49790,60
197911,179,1012,71133,86
197912,179,1013,59691,72
197913,179,1014,50532,61
197914,179,1015,72761,88
197915,179,1016,41674,51
197916,179,1017,76934,93
197917,179,1018,61798,75
197918,179,1019,58794,71
197919,179,1020,51645,62
197920,179,1021,41608,50
197921,179,1022,65039,79
197922,179,1023,48035,58
197923,179,1024,49519,60
197924,179,1025,34601,42
197925,179,1026,51730,63
197926,179,1027,49721,60
197927,179,1028,62121,75
197928,179,1029,52710,64
197929,179,1030,73729,89
197930,179,1031,33551,41
197931,179,1032,59909,72
197932,179,1033,28546,35
197933,179,1034,54770,66
197934,179,1035,66781,81
197935,179,1036,43997,53
197936,179,1037,58955,71
197937,179,1038,48176,58
197938,179,1039,20845,26
197939,179,1040,37812,46
197940,179,1041,31320,38
197941,179,1042,39006,47
197942,179,1043,60902,74
197943,179,1044,48890,59
197944,179,1045,10256,13
197945,179,1046,79954,96
197946,179,1047,49489,60
197947,179,1048,64587,78
197948,179,1049,67138,81
197949,179,1050,43994,53
197950,179,1051,45779,55
197951,179,1052,49605,60
197952,179,1053,33602,41
197953,179,1054,44057,53
197954,179,1055,68470,83
197955,179,1056,26389,32
197956,179,1057,60212,73
197957,179,1058,52380,63
197958,179,1059,53845,65
197959,179,1060,46327,56
197960,179,1061,74989,90
197961,179,1062,46152,56
197962,179,1063,59455,72
197963,179,1064,59641,72
197964,179,1065,53310,64
197965,179,1066,52097,63
197966,179,1067,61424,74
197967,179,1068,27657,34
197968,179,1069,52221,63
197969,179,1070,50507,61
197970,179,1071,45873,56
197971,179,1072,79884,96
197972,179,1073,46375,56
197973,179,1074,14764,18
197974,179,1075,36923,45
197975,179,1076,53078,64
197976,179,1077,51483,62
197977,179,1078,56889,69
197978,179,1079,63426,77
197979,179,1080,50461,61
197980,179,1081,37230,45
197981,179,1082,41111,50
197982,179,1083,9628,12
197983,179,1084,51974,63
197984,179,1085,51004,62
197985,179,1086,64900,78
197986,179,1087,39433,48
197987,179,1088,51374,62
197988,179,1089,15493,19
197989,179,1090,46521,56
197990,179,1091,49428,60
197991,179,1092,56242,68
197992,179,1093,31780,39
197993,179,1094,47849,58
197994,179,1095,49548,60
197995,179,1096,67072,81
197996,179,1097,39003,47
197997,179,1098,36332,44
197998,179,1099,57751,70
197999,179,1100,30119,37
199000,180,1001,46048,56
199001,180,1002,55524,67
199002,180,1003,27353,33
199003,180,1004,38472,47
199004,180,1005,35869,44
199005,180,1006,35634,43
199006,180,1007,66018,80
199007,180,1008,16775,21
199008,180,1009,52164,63
199009,180,1010,72450,87
199010,180,1011,38570,47
199011,180,1012,8362,11
199012,180,1013,19814,24
199013,180,1014,29000,35
199014,180,1015,26836,33
199015,180,1016,43488,53
199016,180,1017,10162,13
199017,180,1018,33900,41
199018,180,1019,22636,28
199019,180,1020,45354,55
199020,180,1021,37975,46
199021,180,1022,27426,33
199022,180,1023,31482,38
199023,180,1024,30028,37
199024,180,1025,45050,55
199025,180,1026,27873,34
199026,180,1027,34786,42
199027,180,1028,17424,21
199028,180,1029,46418,56
199029,180,1030,21615,26
199030,180,1031,45966,56
199031,180,1032,19610,24
199032,180,1033,51049,62
199033,180,1034,32631,40
199034,180,1035,29278,36
199035,180,1036,35521,43
199036,180,1037,20566,25
199037,180,1038,31386,38
199038,180,1039,58778,71
199039,180,1040,41787,51
199040,180,1041,48203,58
199041,180,1042,40605,49
199042,180,1043,18617,23
199043,180,1044,30684,37
199044,180,1045,69374,84
199045,180,1046,13580,17
199046,180,1047,38461,47
199047,180,1048,31906,39
199048,180,1049,12389,15
199049,180,1050,35649,43
199050,180,1051,33853,41
199051,180,1052,29961,36
199052,180,1053,45947,56
199053,180,1054,35462,43
199054,180,1055,24036,29
199055,180,1056,53158,64
199056,180,1057,35287,43
199057,180,1058,39836,48
199058,180,1059,32230,39
199059,180,1060,33228,40
199060,180,1061,31832,39
199061,180,1062,35858,44
199062,180,1063,20077,25
199063,180,1064,19852,24
199064,180,1065,36433,44
199065,180,1066,34552,42
199066,180,1067,18743,23
199067,180,1068,51989,63
199068,180,1069,27377,33
199069,180,1070,44203,54
199070,180,1071,33715,41
199071,180,1072,8803,11
199072,180,1073,33151,40
199073,180,1074,64885,78
199074,180,1075,42595,52
199075,180,1076,29545,36
199076,180,1077,37475,45
199077,180,1078,37097,45
199078,180,1079,24955,30
199079,180,1080,29115,35
199080,180,1081,42353,51
199081,180,1082,38436,47
199082,180,1083,70004,85
199083,180,1084,27540,34
199084,180,1085,28493,35
199085,180,1086,23727,29
199086,180,1087,40151,49
199087,180,1088,37886,46
199088,180,1089,64154,77
199089,180,1090,33052,40
199090,180,1091,30070,37
199091,180,1092,38766,47
199092,180,1093,52061,63
199093,180,1094,31736,39
199094,180,1095,30061,37
199095,180,1096,13614,17
199096,180,1097,40549,49
199097,180,1098,43290,52
199098,180,1099,39988,48
199099,180,1100,49464,60
200100,181,1001,36360,44
200101,181,1002,33255,40
200102,181,1003,35534,43
200103,181,1004,16229,20
200104,181,1005,13622,17
200105,181,1006,14245,18
200106,181,1007,43734,53
200107,181,1008,13856,17
200108,181,1009,29893,36
200109,181,1010,50176,61
200110,181,1011,30337,37
200111,181,1012,22257,27
200112,181,1013,10809,13
200113,181,1014,6767,9
200114,181,1015,23919,29
200115,181,1016,35258,43
200116,181,1017,28073,34
200117,181,1018,25659,31
200118,181,1019,30826,37
200119,181,1020,53508,65
200120,181,1021,15722,19
200121,181,1022,19189,24
200122,181,1023,13070,16
200123,181,1024,8488,11
200124,181,1025,34485,42
200125,181,1026,32962,40
200126,181,1027,26556,32
200127,181,1028,20427,25
200128,181,1029,54573,66
200129,181,1030,24880,30
200130,181,1031,27389,33
200131,181,1032,11019,14
200132,181,1033,28791,35
200133,181,1034,24399,30
200134,181,1035,37469,45
200135,181,1036,16352,20
200136,181,1037,10064,13
200137,181,1038,13508,17
200138,181,1039,36510,44
200139,181,1040,19528,24
200140,181,1041,27295,33
200141,181,1042,23050,28
200142,181,1043,12012,15
200143,181,1044,18455,23
200144,181,1045,47103,57
200145,181,1046,31103,38
200146,181,1047,46625,56
200147,181,1048,23665,29
200148,181,1049,18585,23
200149,181,1050,40696,49
200150,181,1051,38334,47
200151,181,1052,16282,20
200152,181,1053,23707,29
200153,181,1054,15952,20
200154,181,1055,19617,24
200155,181,1056,30919,38
200156,181,1057,43466,53
200157,181,1058,31599,38
200158,181,1059,23999,29
200159,181,1060,10986,14
200160,181,1061,26158,32
200161,181,1062,44022,53
200162,181,1063,12494,15
200163,181,1064,10913,14
200164,181,1065,28199,34
200165,181,1066,26320,32
200166,181,1067,12552,16
200167,181,1068,29711,36
200168,181,1069,31404,38
200169,181,1070,52363,63
200170,181,1071,20957,26
200171,181,1072,31016,38
200172,181,1073,11235,14
200173,181,1074,42606,52
200174,181,1075,23665,29
200175,181,1076,37722,46
200176,181,1077,29241,36
200177,181,1078,28858,35
200178,181,1079,33147,40
200179,181,1080,20820,25
200180,181,1081,20100,25
200181,181,1082,16198,20
200182,181,1083,47732,58
200183,181,1084,10083,13
200184,181,1085,17821,22
200185,181,1086,16040,20
200186,181,1087,17898,22
200187,181,1088,46053,56
200188,181,1089,41876,51
200189,181,1090,16035,20
200190,181,1091,18738,23
200191,181,1092,30526,37
200192,181,1093,30003,37
200193,181,1094,21715,27
200194,181,1095,33278,40
200195,181,1096,18201,22
200196,181,1097,18309,22
200197,181,1098,24804,30
200198,181,1099,31746,39
200199,181,1100,27212,33
201200,182,1001,64144,77
201201,182,1002,42119,51
201202,182,1003,63333,76
201203,182,1004,32367,39
201204,182,1005,39482,48
201205,182,1006,22293,27
201206,182,1007,52589,64
201207,182,1008,41280,50
201208,182,1009,45984,56
201209,182,1010,59038,71
201210,182,1011,16373,20
201211,182,1012,37819,46
201212,182,1013,30344,37
201213,182,1014,31490,38
201214,182,1015,17647,22
201215,182,1016,24493,30
201216,182,1017,34301,42
201217,182,1018,10577,13
201218,182,1019,58629,71
201219,182,1020,81290,98
201220,182,1021,42861,52
201221,182,1022,17045,21
201222,182,1023,23150,28
201223,182,1024,36299,44
201224,182,1025,62272,75
201225,182,1026,60760,73
201226,182,1027,16446,20
201227,182,1028,48239,58
201228,182,1029,82355,99
201229,182,1030,22861,28
201230,182,1031,32630,40
201231,182,1032,35872,44
201232,182,1033,37663,46
201233,182,1034,11832,15
201234,182,1035,65274,79
201235,182,1036,22185,27
201236,182,1037,35747,43
201237,182,1038,41316,50
201238,182,1039,45375,55
201239,182,1040,45142,55
201240,182,1041,34864,42
201241,182,1042,50846,62
201242,182,1043,36933,45
201243,182,1044,46260,56
201244,182,1045,55966,68
201245,182,1046,30893,38
201246,182,1047,74413,90
201247,182,1048,12572,16
201248,182,1049,46401,56
201249,182,1050,68485,83
201250,182,1051,66125,80
201251,182,1052,44089,53
201252,182,1053,32591,40
201253,182,1054,22125,27
201254,182,1055,20436,25
201255,182,1056,39803,48
201256,182,1057,71262,86
201257,182,1058,13780,17
201258,182,1059,12320,15
201259,182,1060,36414,44
201260,182,1061,17244,21
201261,182,1062,71809,87
201262,182,1063,40309,49
201263,182,1064,25313,31
201264,182,1065,12852,16
201265,182,1066,14068,17
201266,182,1067,25709,31
201267,182,1068,53515,65
201268,182,1069,59203,72
201269,182,1070,80148,97
201270,182,1071,48759,59
201271,182,1072,41471,50
201272,182,1073,24983,30
201273,182,1074,51465,62
201274,182,1075,29258,36
201275,182,1076,65518,79
201276,182,1077,14680,18
201277,182,1078,9269,12
201278,182,1079,60952,74
201279,182,1080,48625,59
201280,182,1081,38211,46
201281,182,1082,28148,34
201282,182,1083,56595,68
201283,182,1084,26137,32
201284,182,1085,18404,23
201285,182,1086,20739,25
201286,182,1087,41007,50
201287,182,1088,73842,89
201288,182,1089,50735,61
201289,182,1090,43840,53
201290,182,1091,17486,21
201291,182,1092,9915,12
201292,182,1093,38719,47
201293,182,1094,49517,60
201294,182,1095,61075,74
201295,182,1096,30839,38
201296,182,1097,27829,34
201297,182,1098,52597,64
201298,182,1099,8403,11
201299,182,1100,36086,44
202300,183,1001,24816,30
202301,183,1002,34290,42
202302,183,1003,4861,6
202303,183,1004,34885,42
202304,183,1005,27763,34
202305,183,1006,45301,55
202306,183,1007,44785,54
202307,183,1008,25993,32
202308,183,1009,30930,38
202309,183,1010,51216,62
202310,183,1011,61415,74
202311,183,1012,29473,36
202312,183,1013,36942,45
202313,183,1014,35779,43
202314,183,1015,49682,60
202315,183,1016,66334,80
202316,183,1017,33008,40
202317,183,1018,56746,69
202318,183,1019,8849,11
202319,183,1020,22513,28
202320,183,1021,24374,30
202321,183,1022,50272,61
202322,183,1023,44128,53
202323,183,1024,30960,38
202324,183,1025,23817,29
202325,183,1026,6639,8
202326,183,1027,57631,70
202327,183,1028,19021,23
202328,183,1029,23576,29
202329,183,1030,44461,54
202330,183,1031,58448,71
202331,183,1032,31406,38
202332,183,1033,32796,40
202333,183,1034,55477,67
202334,183,1035,16840,21
202335,183,1036,47410,57
202336,183,1037,31529,38
202337,183,1038,25933,32
202338,183,1039,37545,46
202339,183,1040,22083,27
202340,183,1041,58351,71
202341,183,1042,19371,24
202342,183,1043,30344,37
202343,183,1044,20982,26
202344,183,1045,48140,58
202345,183,1046,36426,44
202346,183,1047,15619,19
202347,183,1048,54752,66
202348,183,1049,20871,26
202349,183,1050,14416,18
202350,183,1051,12620,16
202351,183,1052,23157,28
202352,183,1053,45798,55
202353,183,1054,47009,57
202354,183,1055,46882,57
202355,183,1056,53937,65
202356,183,1057,12445,15
202357,183,1058,62682,76
202358,183,1059,55076,67
202359,183,1060,30839,38
202360,183,1061,54678,66
202361,183,1062,13016,16
202362,183,1063,26960,33
202363,183,1064,41982,51
202364,183,1065,59279,72
202365,183,1066,57397,69
202366,183,1067,41588,50
202367,183,1068,30756,37
202368,183,1069,8022,10
202369,183,1070,21361,26
202370,183,1071,18473,23
202371,183,1072,30039,37
202372,183,1073,42290,51
202373,183,1074,43651,53
202374,183,1075,54723,66
202375,183,1076,6702,9
202376,183,1077,60320,73
202377,183,1078,59942,72
202378,183,1079,13487,17
202379,183,1080,18615,23
202380,183,1081,29024,35
202381,183,1082,39111,47
202382,183,1083,48771,59
202383,183,1084,41143,50
202384,183,1085,48887,59
202385,183,1086,46572,56
202386,183,1087,26228,32
202387,183,1088,15044,19
202388,183,1089,42921,52
202389,183,1090,23402,29
202390,183,1091,49804,60
202391,183,1092,61612,74
202392,183,1093,61058,74
202393,183,1094,17717,22
202394,183,1095,8827,11
202395,183,1096,36459,44
202396,183,1097,39427,48
202397,183,1098,22056,27
202398,183,1099,62834,76
202399,183,1100,35930,44
203400,184,1001,16099,20
203401,184,1002,15264,19
203402,184,1003,23878,29
203403,184,1004,24106,29
203404,184,1005,16988,21
203405,184,1006,34509,42
203406,184,1007,25745,31
203407,184,1008,31849,39
203408,184,1009,11903,15
203409,184,1010,32186,39
203410,184,1011,50603,61
203411,184,1012,40251,49
203412,184,1013,28803,35
203413,184,1014,24990,30
203414,184,1015,41914,51
203415,184,1016,55524,67
203416,184,1017,46068,56
203417,184,1018,45926,56
203418,184,1019,27858,34
203419,184,1020,33248,40
203420,184,1021,13605,17
203421,184,1022,39455,48
203422,184,1023,33334,41
203423,184,1024,20177,25
203424,184,1025,14225,18
203425,184,1026,20779,25
203426,184,1027,46822,57
203427,184,1028,31207,38
203428,184,1029,34313,42
203429,184,1030,42876,52
203430,184,1031,47654,58
203431,184,1032,29012,35
203432,184,1033,22032,27
203433,184,1034,44665,54
203434,184,1035,35847,44
203435,184,1036,36616,44
203436,184,1037,28057,34
203437,184,1038,17251,21
203438,184,1039,18592,23
203439,184,1040,11320,14
203440,184,1041,47559,58
203441,184,1042,8050,10
203442,184,1043,30005,37
203443,184,1044,17958,22
203444,184,1045,29113,35
203445,184,1046,49098,59
203446,184,1047,26364,32
203447,184,1048,43931,53
203448,184,1049,36236,44
203449,184,1050,20436,25
203450,184,1051,18073,22
203451,184,1052,18678,23
203452,184,1053,35016,43
203453,184,1054,36216,44
203454,184,1055,37612,46
203455,184,1056,43154,52
203456,184,1057,29258,36
203457,184,1058,51865,63
203458,184,1059,44265,54
203459,184,1060,20060,25
203460,184,1061,44154,53
203461,184,1062,23761,29
203462,184,1063,28550,35
203463,184,1064,31179,38
203464,184,1065,48465,59
203465,184,1066,46586,56
203466,184,1067,30783,37
203467,184,1068,11722,15
203468,184,1069,21274,26
203469,184,1070,32102,39
203470,184,1071,14932,18
203471,184,1072,49011,59
203472,184,1073,31499,38
203473,184,1074,24617,30
203474,184,1075,43929,53
203475,184,1076,22121,27
203476,184,1077,49507,60
203477,184,1078,49124,59
203478,184,1079,32494,39
203479,184,1080,19528,24
203480,184,1081,18255,22
203481,184,1082,28329,34
203482,184,1083,29742,36
203483,184,1084,30348,37
203484,184,1085,38086,46
203485,184,1086,35759,43
203486,184,1087,15459,19
203487,184,1088,25792,31
203488,184,1089,23886,29
203489,184,1090,15590,19
203490,184,1091,39003,47
203491,184,1092,50793,61
203492,184,1093,50267,61
203493,184,1094,16910,21
203494,184,1095,18594,23
203495,184,1096,36195,44
203496,184,1097,28646,35
203497,184,1098,5369,7
203498,184,1099,52012,63
203499,184,1100,25161,31
204500,185,1001,33784,41
204501,185,1002,15620,19
204502,185,1003,46349,56
204503,185,1004,32612,40
204504,185,1005,35225,43
204505,185,1006,35421,43
204506,185,1007,15807,19
204507,185,1008,54280,66
204508,185,1009,18982,23
204509,185,1010,9697,12
204510,185,1011,41327,50
204511,185,1012,62667,76
204512,185,1013,51224,62
204513,185,1014,42061,51
204514,185,1015,64301,78
204515,185,1016,37745,46
204516,185,1017,68471,83
204517,185,1018,53338,65
204518,185,1019,50317,61
204519,185,1020,50927,62
204520,185,1021,33132,40
204521,185,1022,56577,68
204522,185,1023,39566,48
204523,185,1024,41047,50
204524,185,1025,31913,39
204525,185,1026,43251,52
204526,185,1027,41257,50
204527,185,1028,53648,65
204528,185,1029,51993,63
204529,185,1030,65268,79
204530,185,1031,29896,36
204531,185,1032,51440,62
204532,185,1033,20068,25
204533,185,1034,46307,56
204534,185,1035,58305,70
204535,185,1036,35528,43
204536,185,1037,50486,61
204537,185,1038,39702,48
204538,185,1039,12364,15
204539,185,1040,29333,36
204540,185,1041,29804,36
204541,185,1042,30526,37
204542,185,1043,52433,63
204543,185,1044,40414,49
204544,185,1045,9043,11
204545,185,1046,71493,86
204546,185,1047,44056,53
204547,185,1048,56126,68
204548,185,1049,58668,71
204549,185,1050,38128,46
204550,185,1051,37297,45
204551,185,1052,41131,50
204552,185,1053,25130,31
204553,185,1054,35588,43
204554,185,1055,60008,73
204555,185,1056,25412,31
204556,185,1057,51733,63
204557,185,1058,43919,53
204558,185,1059,45382,55
204559,185,1060,37854,46
204560,185,1061,66532,80
204561,185,1062,41452,50
204562,185,1063,50984,62
204563,185,1064,51175,62
204564,185,1065,44847,54
204565,185,1066,43633,53
204566,185,1067,52958,64
204567,185,1068,23158,28
204568,185,1069,43743,53
204569,185,1070,49788,60
204570,185,1071,37395,45
204571,185,1072,71419,86
204572,185,1073,37905,46
204573,185,1074,11012,14
204574,185,1075,28454,35
204575,185,1076,44598,54
204576,185,1077,43020,52
204577,185,1078,48428,59
204578,185,1079,54950,66
204579,185,1080,41985,51
204580,185,1081,28753,35
204581,185,1082,32639,40
204582,185,1083,8670,11
204583,185,1084,43506,53
204584,185,1085,42538,52
204585,185,1086,56437,68
204586,185,1087,30956,38
204587,185,1088,43487,53
204588,185,1089,11423,14
204589,185,1090,38046,46
204590,185,1091,40962,50
204591,185,1092,47781,58
204592,185,1093,32514,40
204593,185,1094,39372,48
204594,185,1095,41069,50
204595,185,1096,58607,71
204596,185,1097,30530,37
204597,185,1098,27850,34
204598,185,1099,49291,60
204599,185,1100,21642,26
205600,186,1001,43672,53
205601,186,1002,32190,39
205602,186,1003,42853,52
205603,186,1004,15171,19
205604,186,1005,18997,23
205605,186,1006,12350,15
205606,186,1007,42664,52
205607,186,1008,20790,25
205608,186,1009,28828,35
205609,186,1010,49110,59
205610,186,1011,23004,28
205611,186,1012,23308,28
205612,186,1013,11862,15
205613,186,1014,11001,14
205614,186,1015,24964,30
205615,186,1016,27926,34
205616,186,1017,29121,35
205617,186,1018,18324,22
205618,186,1019,38146,46
205619,186,1020,60820,73
205620,186,1021,22379,27
205621,186,1022,17232,21
205622,186,1023,8202,10
205623,186,1024,15812,19
205624,186,1025,41799,51
205625,186,1026,40280,49
205626,186,1027,19225,24
205627,186,1028,27751,34
205628,186,1029,61884,75
205629,186,1030,25927,32
205630,186,1031,22686,28
205631,186,1032,15380,19
205632,186,1033,27729,34
205633,186,1034,17067,21
205634,186,1035,44790,54
205635,186,1036,12240,15
205636,186,1037,15256,19
205637,186,1038,20830,25
205638,186,1039,35445,43
205639,186,1040,24661,30
205640,186,1041,24920,30
205641,186,1042,30367,37
205642,186,1043,16442,20
205643,186,1044,25776,31
205644,186,1045,46037,56
205645,186,1046,32149,39
205646,186,1047,53939,65
205647,186,1048,16786,21
205648,186,1049,25911,32
205649,186,1050,48010,58
205650,186,1051,45649,55
205651,186,1052,23604,29
205652,186,1053,22651,28
205653,186,1054,12181,15
205654,186,1055,20664,25
205655,186,1056,29862,36
205656,186,1057,50783,61
205657,186,1058,24265,30
205658,186,1059,16667,21
205659,186,1060,15928,20
205660,186,1061,27201,33
205661,186,1062,51335,62
205662,186,1063,19820,24
205663,186,1064,11817,15
205664,186,1065,20866,26
